8171.93 1308.00 4192.09
50
1335.44 9669.90 0.00 24.18 83.11 284.28
542.98 873.33 0.00 13.85 81.27 252.56
206.97 9535.64 0.00 10.17 78.58 249.88
5272.07 3498.28 0.00 20.79 83.56 242.51
2751.12 7670.74 0.00 18.88 97.64 276.52
9567.52 989.30 0.00 14.02 78.44 210.51
8627.88 2259.50 0.00 16.38 74.68 227.94
8106.22 7768.49 0.00 15.74 89.93 267.78
1130.19 1143.16 0.00 17.13 78.46 280.38
3567.09 7483.94 0.00 22.49 85.00 230.37
1256.38 9190.49 0.00 22.16 87.22 220.49
3230.57 2229.50 0.00 18.37 64.99 272.37
2663.55 5688.73 0.00 13.40 83.04 240.03
5868.04 4715.02 0.00 12.85 94.29 292.90
8668.30 345.76 0.00 17.08 82.20 252.11
8853.49 1525.66 0.00 17.63 59.05 275.05
5336.24 2384.11 0.00 10.94 75.28 277.42
5346.83 2415.04 0.00 21.21 77.32 239.71
9416.01 1764.58 0.00 21.55 69.98 261.03
6067.37 4056.69 0.00 12.42 64.62 206.19
4524.99 5273.11 0.00 14.35 67.36 205.19
8229.22 9190.42 0.00 21.12 79.47 281.96
9356.35 6274.42 0.00 12.63 99.59 262.59
8962.97 5608.54 0.00 13.09 65.69 274.23
4586.32 341.61 0.00 22.59 95.46 296.35
3128.37 5907.37 0.00 24.08 57.96 261.83
2125.28 8393.66 0.00 14.74 64.15 215.22
6967.87 3429.02 0.00 20.16 97.90 219.84
178.40 8227.28 0.00 16.59 83.58 202.51
4278.36 9162.70 0.00 12.42 91.65 232.94
2570.57 7248.14 0.00 14.02 50.31 225.65
6919.74 9874.70 0.00 15.76 91.11 239.56
2813.77 5945.87 0.00 15.28 79.89 239.22
73.16 1746.87 0.00 15.32 99.28 220.60
2621.47 5459.43 0.00 24.11 65.82 228.92
3556.81 1992.53 0.00 20.97 84.82 283.11
5259.13 8056.56 0.00 21.34 68.70 202.51
9815.02 438.80 0.00 20.36 67.02 268.47
2323.67 4434.18 0.00 10.11 93.03 296.96
7673.24 3873.16 0.00 12.76 81.35 230.96
7336.02 832.64 0.00 22.49 97.83 246.36
7944.99 1486.20 0.00 17.44 88.47 204.20
9772.31 3350.20 0.00 11.54 50.75 238.62
1592.08 6528.02 0.00 24.79 76.08 217.79
9166.58 1798.14 0.00 21.83 89.59 265.75
6941.70 1261.16 0.00 19.13 50.75 298.88
7530.81 4144.53 0.00 21.39 87.64 262.97
9645.65 3199.66 0.00 17.28 53.98 254.76
3510.01 1922.95 0.00 10.12 66.91 268.47
3263.58 2117.93 0.00 10.69 54.40 200.04
4
1626.54 2264.43 0.00 14.10
3587.17 8917.10 0.00 15.93
3531.02 7783.77 0.00 17.75
4616.55 5436.99 0.00 21.11
