9387.77 4124.60 4085.58
50
3159.39 4435.04 0.00 18.29 86.07 263.44
2314.98 921.40 0.00 15.94 70.04 281.54
44.29 129.94 0.00 19.29 81.33 217.40
7572.72 6687.29 0.00 15.80 94.29 277.14
4955.61 8194.55 0.00 18.85 81.88 224.75
6571.32 2438.40 0.00 16.43 55.19 284.41
9056.23 4417.78 0.00 23.95 99.37 232.39
2060.09 5708.58 0.00 19.78 75.25 245.42
2038.72 4080.39 0.00 15.62 57.70 237.21
4226.01 3256.49 0.00 24.66 68.03 226.90
5313.34 5425.61 0.00 20.34 80.28 255.22
4546.87 9413.02 0.00 24.57 82.95 228.90
9672.37 6992.89 0.00 19.55 98.23 264.21
3865.18 210.23 0.00 16.88 59.75 231.69
1600.40 9035.09 0.00 11.99 77.74 230.54
1129.88 5729.96 0.00 21.02 51.61 209.26
5418.85 5212.47 0.00 14.20 60.45 209.63
5756.44 565.34 0.00 14.25 72.21 206.99
2978.46 6076.36 0.00 17.47 55.90 248.10
7238.34 7330.39 0.00 21.34 54.83 226.76
2240.08 1813.24 0.00 18.74 96.00 268.19
1682.08 3357.24 0.00 20.03 55.10 279.15
3477.15 8313.28 0.00 23.80 87.17 238.34
6213.08 8915.60 0.00 18.08 92.31 274.87
4751.48 3058.85 0.00 13.23 59.18 248.34
4059.54 4310.43 0.00 10.41 50.06 263.56
5823.50 2963.76 0.00 11.13 97.92 279.47
4690.74 149.39 0.00 12.58 70.91 268.10
2904.82 9474.41 0.00 13.84 60.18 278.55
2229.47 3607.98 0.00 15.65 92.80 287.99
165.20 3948.07 0.00 14.89 63.37 202.14
261.72 6322.13 0.00 14.53 80.59 283.77
4965.23 1226.66 0.00 19.96 56.88 280.39
5188.20 5818.38 0.00 12.77 90.98 244.60
569.77 7273.24 0.00 15.81 60.23 224.68
8984.37 5065.44 0.00 19.24 53.97 276.64
8070.97 2900.86 0.00 17.86 97.76 204.77
8182.08 2678.45 0.00 15.81 56.62 210.80
1545.62 9492.18 0.00 11.23 56.60 280.11
6917.33 8971.57 0.00 20.85 97.66 295.74
3303.35 7639.30 0.00 16.94 80.67 205.63
7221.95 686.70 0.00 19.02 98.81 291.26
5250.32 406.82 0.00 10.50 55.75 225.95
198.19 404.20 0.00 12.85 64.60 221.98
7718.00 5276.58 0.00 21.94 97.44 284.01
3321.28 1455.36 0.00 15.45 76.97 215.11
4354.12 2481.34 0.00 10.16 57.45 214.02
9543.46 9030.73 0.00 18.22 56.38 273.94
5701.16 4947.56 0.00 14.58 82.65 273.89
4516.68 5699.98 0.00 22.63 68.24 263.11
3
493.02 9166.88 0.00 21.50
2584.97 36.29 0.00 13.68
4035.14 3161.89 0.00 10.83
