1938.47 5658.31 4782.24
10
8939.35 5680.77 0.00 17.47 96.64 292.01
6365.36 6647.05 0.00 21.58 62.88 260.74
9613.94 5937.13 0.00 12.93 77.02 214.93
5286.83 8439.25 0.00 13.18 62.43 297.41
2078.66 1418.75 0.00 24.43 56.70 265.78
9865.86 2916.23 0.00 11.41 82.22 289.94
7905.98 2386.91 0.00 10.37 93.73 211.08
6263.92 432.00 0.00 12.65 79.93 246.92
5532.02 9371.80 0.00 17.20 78.54 272.39
671.71 5162.92 0.00 10.61 64.34 298.73
4
9237.93 7685.25 0.00 15.99
5179.92 5586.82 0.00 24.58
345.66 4991.51 0.00 10.47
5886.62 9515.53 0.00 21.68
