1405.29 7219.64 4498.50
10
1230.72 9133.41 0.00 10.22 82.91 243.14
9188.16 2731.15 0.00 15.90 70.91 267.37
2643.48 878.81 0.00 20.28 77.72 200.35
8813.26 3327.82 0.00 11.34 72.80 224.26
35.96 7058.56 0.00 18.36 96.19 258.76
8793.51 2632.02 0.00 23.35 63.53 243.85
8769.20 6936.40 0.00 20.27 65.15 268.66
6215.71 8663.93 0.00 23.02 50.99 237.07
5825.90 6041.01 0.00 10.93 63.96 253.07
9509.13 8455.41 0.00 21.72 91.89 237.28
4
753.72 7081.53 0.00 23.95
8919.57 1918.46 0.00 17.99
9268.22 6215.71 0.00 22.54
862.68 8343.54 0.00 21.38
