7738.76 8446.86 4641.07
30
7852.48 1967.26 0.00 19.91 78.82 254.47
7710.59 8112.74 0.00 23.95 67.29 233.88
7995.23 986.81 0.00 23.53 58.81 288.63
1933.28 9158.74 0.00 13.14 69.32 262.84
3174.92 152.48 0.00 16.52 83.78 204.91
4260.67 4389.19 0.00 10.45 55.45 207.97
218.79 7631.34 0.00 13.95 66.10 273.39
831.03 8792.94 0.00 21.40 61.29 205.73
4002.26 6573.74 0.00 19.91 50.27 267.25
7293.27 1252.54 0.00 17.51 75.65 286.03
970.46 6608.63 0.00 13.35 85.25 227.56
4013.36 4208.36 0.00 14.81 92.60 248.85
6017.68 5567.07 0.00 21.46 77.60 262.04
1416.11 3015.22 0.00 14.23 91.38 296.42
2830.31 9681.60 0.00 21.95 53.29 249.85
7311.35 1619.70 0.00 14.22 89.62 249.43
3696.08 6729.27 0.00 11.46 97.62 283.83
9555.82 6942.59 0.00 22.85 51.26 204.61
9528.45 6672.61 0.00 17.47 94.83 263.65
4472.89 8936.53 0.00 20.15 68.45 252.00
6660.51 524.24 0.00 10.80 79.56 254.78
7648.36 1874.08 0.00 19.98 87.56 294.89
2288.90 8520.66 0.00 23.67 75.24 224.10
3043.40 2485.73 0.00 20.49 92.58 239.82
2168.89 8746.97 0.00 20.26 68.69 253.54
6227.06 3871.65 0.00 20.61 88.20 263.70
9683.72 9430.55 0.00 22.65 83.56 272.12
9268.11 7618.93 0.00 10.68 69.99 294.60
8757.42 6276.10 0.00 17.04 94.98 233.31
7566.05 3033.60 0.00 15.19 94.51 211.71
4
8048.95 5294.77 0.00 12.42
4875.99 222.95 0.00 10.10
8682.48 5318.61 0.00 11.47
3069.39 8862.00 0.00 10.97
