6878.92 6036.84 4717.78
50
7544.83 816.13 0.00 10.35 96.68 276.25
3541.27 3304.23 0.00 15.39 57.22 253.56
5343.70 546.11 0.00 21.28 54.56 217.34
4509.14 1194.66 0.00 18.01 89.59 208.16
7428.61 9110.45 0.00 21.15 69.87 212.90
1687.54 9194.24 0.00 12.72 79.14 207.09
6941.82 3754.42 0.00 10.54 77.82 210.35
4915.81 5359.49 0.00 17.66 64.09 265.23
3126.32 5536.95 0.00 18.42 61.04 218.93
7585.15 5286.13 0.00 14.16 86.48 208.84
636.46 2594.93 0.00 10.59 63.37 229.35
4644.92 6008.59 0.00 16.00 98.90 208.87
1576.75 2909.85 0.00 12.53 54.87 284.36
1567.36 4097.74 0.00 11.24 52.87 272.20
5352.23 1838.79 0.00 15.97 76.48 250.13
6113.62 9429.71 0.00 17.44 59.38 266.05
3361.87 7410.80 0.00 20.29 67.87 296.03
5609.64 5405.57 0.00 19.92 56.06 219.46
6982.45 6293.13 0.00 13.73 61.03 206.68
9734.78 1057.61 0.00 23.87 65.13 226.87
6748.86 1716.35 0.00 20.05 82.29 287.25
2848.73 5551.51 0.00 19.08 78.39 247.05
5823.60 6472.75 0.00 10.91 90.79 268.13
8435.69 8278.44 0.00 18.27 66.62 232.83
5122.75 685.81 0.00 16.87 94.09 293.35
4697.47 5109.72 0.00 21.39 97.03 299.48
8013.18 7999.15 0.00 18.47 65.96 214.67
4628.74 5376.43 0.00 15.90 70.31 203.24
1515.19 5382.65 0.00 11.61 61.25 270.52
179.72 6399.19 0.00 17.88 93.14 273.81
7451.48 4543.51 0.00 18.03 66.49 270.91
3101.71 9241.83 0.00 22.53 92.92 204.64
8086.50 88.96 0.00 12.14 82.72 209.52
4360.94 4566.87 0.00 18.46 62.98 230.85
1573.46 1774.78 0.00 22.67 75.36 208.53
3240.51 4207.24 0.00 17.10 66.19 288.87
9457.24 8165.92 0.00 13.96 64.12 228.06
7991.22 6942.45 0.00 17.59 50.80 202.03
8649.48 5853.94 0.00 23.32 67.55 243.84
2530.49 5524.55 0.00 12.40 60.56 262.64
6053.06 6079.71 0.00 12.32 74.75 215.17
6287.91 2329.29 0.00 15.77 61.45 286.30
1101.96 9165.03 0.00 19.40 75.42 246.56
6391.29 6065.46 0.00 22.09 73.03 288.65
196.23 654.20 0.00 24.94 66.77 239.66
9556.64 1878.19 0.00 11.49 77.86 262.05
5193.02 1287.60 0.00 17.71 81.98 232.19
1937.39 8945.28 0.00 15.97 87.62 222.96
25.13 800.85 0.00 17.20 61.33 229.03
6502.90 8277.21 0.00 14.67 77.91 252.61
3
7470.79 4673.80 0.00 14.49
4088.09 6875.76 0.00 24.02
6596.18 4458.12 0.00 13.97
