1497.49 3184.12 4980.06
30
8495.18 1365.50 0.00 23.89 91.50 263.23
7107.86 1661.62 0.00 13.43 92.55 266.56
6361.54 8111.77 0.00 14.09 57.28 292.71
4433.36 2021.65 0.00 21.94 81.40 244.09
4263.45 9839.65 0.00 15.02 54.92 216.07
2460.99 3903.87 0.00 12.68 55.65 293.98
3152.97 1756.55 0.00 12.94 96.72 248.10
2231.96 4948.88 0.00 23.87 52.89 214.29
2899.97 6103.07 0.00 22.72 55.65 291.40
1157.40 7155.33 0.00 18.80 74.35 268.90
5018.66 2898.21 0.00 23.12 83.92 201.63
3272.09 4467.51 0.00 18.05 83.47 294.29
82.02 8162.47 0.00 15.34 64.13 206.67
8881.58 295.24 0.00 13.73 81.91 221.01
1525.60 9518.45 0.00 11.41 82.79 277.11
9801.17 5601.51 0.00 12.21 62.44 273.28
7420.03 321.61 0.00 19.74 72.06 290.95
5463.61 6275.16 0.00 22.17 74.37 207.59
9126.65 7373.48 0.00 20.09 94.06 277.27
9565.87 4903.70 0.00 23.49 94.26 249.85
2682.92 3641.69 0.00 11.06 84.28 271.13
265.40 3801.34 0.00 16.98 73.05 256.52
5834.54 9219.86 0.00 15.74 75.91 266.76
1992.55 6942.90 0.00 10.98 96.93 207.32
2833.81 7200.28 0.00 22.62 72.47 243.82
3986.24 6803.06 0.00 22.42 97.98 268.45
3390.71 1038.48 0.00 22.60 90.10 231.32
3594.97 6758.13 0.00 11.95 96.16 262.26
2891.21 6259.37 0.00 13.70 92.60 282.72
4878.40 7202.91 0.00 13.51 95.09 212.77
5
5889.27 9562.94 0.00 17.43
2822.95 3768.78 0.00 21.06
263.32 2864.28 0.00 21.63
976.20 1161.25 0.00 16.66
9001.63 6253.97 0.00 16.70
