9206.17 3717.15 4780.96
40
9869.15 6211.45 0.00 18.84 72.74 260.45
194.45 3854.31 0.00 19.34 87.06 279.11
4670.80 7295.64 0.00 10.91 66.41 215.73
3159.17 989.95 0.00 11.32 72.36 228.15
5604.58 9889.81 0.00 17.96 53.54 290.46
2626.29 1735.08 0.00 10.64 53.21 217.85
7456.52 4634.39 0.00 13.16 69.85 284.16
3802.65 6604.92 0.00 11.43 55.45 236.34
3460.34 1830.96 0.00 16.61 65.01 278.67
4953.21 8416.95 0.00 21.83 68.28 236.44
7794.83 9830.61 0.00 12.10 65.35 280.12
8019.67 6898.54 0.00 22.18 73.29 207.04
4389.71 1918.23 0.00 19.17 99.82 219.16
9641.57 6737.35 0.00 24.79 78.19 248.03
3238.14 8951.40 0.00 19.55 89.01 202.90
250.99 6832.92 0.00 23.81 79.32 236.42
8381.06 855.26 0.00 20.82 78.53 286.14
3312.10 7803.11 0.00 12.17 59.42 295.65
779.60 60.04 0.00 22.59 81.93 244.06
208.40 6409.72 0.00 10.14 68.68 242.96
7149.11 6294.03 0.00 11.77 96.16 294.80
2214.15 4543.04 0.00 14.61 75.07 235.57
8903.44 2774.54 0.00 18.21 61.90 260.04
7950.44 5773.01 0.00 22.60 98.40 206.28
5530.51 1969.77 0.00 11.14 65.37 283.43
9854.25 2677.14 0.00 15.52 98.67 240.93
3263.49 9353.31 0.00 13.69 60.61 218.25
8170.35 568.35 0.00 23.45 79.35 273.61
8026.63 8619.50 0.00 18.18 96.75 261.78
5935.76 4174.31 0.00 18.62 68.22 276.06
7429.20 1133.74 0.00 19.26 81.56 209.49
8912.72 5600.89 0.00 15.65 54.43 226.41
9704.16 1883.91 0.00 18.62 64.50 230.73
1112.26 38.41 0.00 15.52 75.34 216.34
5923.83 4257.01 0.00 15.28 80.24 241.47
8721.33 7015.58 0.00 23.44 86.19 295.22
6633.32 4485.09 0.00 16.64 68.88 275.34
2195.18 5518.90 0.00 11.51 88.04 299.09
442.50 3493.17 0.00 23.80 51.12 209.06
3418.32 3383.85 0.00 11.03 63.52 279.81
5
1256.95 2255.45 0.00 13.48
8779.17 5638.96 0.00 18.41
5289.91 558.96 0.00 11.35
4805.43 3925.41 0.00 24.99
5916.77 7268.94 0.00 17.41
