3126.76 111.52 4098.11
40
5509.30 976.93 0.00 22.12 70.57 244.41
3113.75 2130.46 0.00 10.80 98.11 224.22
512.11 3760.35 0.00 19.62 55.05 228.41
2080.48 1739.80 0.00 20.19 85.07 242.87
5105.90 161.43 0.00 15.11 97.97 271.03
9051.98 1314.67 0.00 22.26 75.29 247.77
5847.61 9104.67 0.00 20.01 81.00 282.05
6217.86 8749.61 0.00 13.07 71.19 296.96
7284.30 2107.27 0.00 22.23 65.33 290.52
8034.35 2242.43 0.00 13.69 94.95 283.90
5857.39 3039.55 0.00 21.38 82.73 298.27
2171.65 3645.30 0.00 24.94 89.07 298.55
6191.97 7960.85 0.00 17.94 52.05 288.84
1158.69 6250.08 0.00 23.99 50.57 261.35
2782.00 3788.90 0.00 22.12 85.62 273.91
1228.54 6915.44 0.00 17.49 95.63 271.16
2295.45 1253.26 0.00 13.30 80.86 244.02
508.69 2773.77 0.00 18.30 83.24 221.06
9490.32 6208.17 0.00 22.47 79.06 215.85
4098.13 9381.66 0.00 18.97 56.66 217.92
6175.17 6334.74 0.00 18.09 56.47 275.77
6209.42 8626.06 0.00 24.39 84.21 278.98
5501.70 9996.90 0.00 22.15 78.63 267.86
3534.82 5836.19 0.00 22.64 52.19 240.31
9098.81 1274.61 0.00 16.10 52.76 201.45
6388.53 2299.90 0.00 18.34 64.96 257.64
7106.26 8735.59 0.00 15.64 72.06 249.28
5079.20 7560.89 0.00 24.27 81.58 216.18
7204.59 3959.04 0.00 12.46 94.53 236.84
1173.55 2885.94 0.00 15.88 99.33 254.69
4977.43 9214.82 0.00 13.41 76.17 283.82
6726.64 6090.31 0.00 15.41 85.15 264.07
799.94 5030.54 0.00 11.27 67.36 252.73
3160.21 5327.41 0.00 21.45 84.13 242.98
3221.83 7611.04 0.00 21.40 52.83 263.89
5503.58 410.11 0.00 23.53 79.81 298.91
8864.11 1044.23 0.00 15.59 87.23 288.68
3699.91 7700.14 0.00 17.13 68.32 299.42
3595.49 4330.08 0.00 17.27 58.61 286.78
90.19 6879.26 0.00 24.56 57.74 250.67
5
5731.38 7386.95 0.00 11.54
4700.61 2842.87 0.00 23.55
9472.50 6649.02 0.00 16.21
3239.40 7419.00 0.00 14.07
2482.64 4655.12 0.00 10.27
