9511.49 2912.88 4290.22
20
9009.64 1343.16 0.00 11.14 61.17 274.23
5310.70 1259.06 0.00 21.13 88.37 272.82
3929.30 6346.60 0.00 14.89 53.36 245.59
1814.83 3378.23 0.00 15.01 63.13 264.57
2385.04 6142.40 0.00 24.80 90.50 208.21
8629.06 3345.03 0.00 12.32 78.43 227.66
6388.56 603.81 0.00 16.03 50.17 218.75
5702.55 2868.33 0.00 13.36 75.90 253.90
1269.84 6656.32 0.00 10.97 87.00 216.92
776.28 8060.45 0.00 20.30 55.86 273.97
5249.27 1921.78 0.00 19.62 84.64 231.67
7977.09 1321.75 0.00 21.03 93.88 250.28
714.06 3759.27 0.00 24.18 93.13 215.21
5606.63 3867.38 0.00 16.57 54.66 295.92
6479.77 1810.51 0.00 24.89 94.72 226.37
6548.80 1831.36 0.00 12.21 73.37 293.68
6474.05 4349.50 0.00 23.48 55.66 267.81
8213.38 3778.85 0.00 20.63 62.48 263.45
1797.43 1212.10 0.00 21.89 71.46 214.02
8109.34 4310.55 0.00 13.70 83.17 238.74
5
8503.65 4753.67 0.00 24.50
3241.70 4494.54 0.00 20.34
7838.21 133.29 0.00 17.10
8029.39 3086.92 0.00 12.80
8126.77 6024.88 0.00 22.09
